Month,Price
Jan-01,0.764
Dec-00,0.833
Nov-00,0.962
Oct-00,0.963
Sep-00,0.979
Aug-00,0.878
Jul-00,0.788
Jun-00,0.78
May-00,0.719
Apr-00,0.636
Mar-00,0.68
Feb-00,0.69
Jan-00,0.666
Dec-99,0.65
Nov-99,0.643
Oct-99,0.598
Sep-99,0.617
Aug-99,0.57
Jul-99,0.521
Jun-99,0.453
May-99,0.435
Apr-99,0.439
Mar-99,0.391
Feb-99,0.323
Jan-99,0.344
Dec-98,0.342
Nov-98,0.387
Oct-98,0.417
Sep-98,0.428
Aug-98,0.379
Jul-98,0.4
Jun-98,0.412
May-98,0.439
Apr-98,0.448
Mar-98,0.435
Feb-98,0.459
Jan-98,0.478
Dec-97,0.524
Nov-97,0.58
Oct-97,0.6
Sep-97,0.563
Aug-97,0.565
Jul-97,0.547
Jun-97,0.537
May-97,0.563
Apr-97,0.536
Mar-97,0.548
Feb-97,0.568
Jan-97,0.651
Dec-96,0.683
Nov-96,0.681
Oct-96,0.708
Sep-96,0.671
Aug-96,0.606
Jul-96,0.564
Jun-96,0.525
May-96,0.525
Apr-96,0.531
Mar-96,0.509
Feb-96,0.49
Jan-96,0.507
Dec-95,0.541
Nov-95,0.517
Oct-95,0.499
Sep-95,0.517
Aug-95,0.507
Jul-95,0.482
Jun-95,0.491
May-95,0.508
Apr-95,0.501
Mar-95,0.47
Feb-95,0.479
Jan-95,0.483
Dec-94,0.502
Nov-94,0.519
Oct-94,0.514
Sep-94,0.518
Aug-94,0.523
Jul-94,0.527
Jun-94,0.514
May-94,0.498
Apr-94,0.476
Mar-94,0.44
Feb-94,0.452
Jan-94,0.467
Dec-93,0.466
Nov-93,0.532
Oct-93,0.568
Sep-93,0.556
Aug-93,0.552
Jul-93,0.534
Jun-93,0.556
May-93,0.569
Apr-93,0.572
Mar-93,0.571
Feb-93,0.567
Jan-93,0.551
Dec-92,0.573
Nov-92,0.6
Oct-92,0.644
Sep-92,0.641
Aug-92,0.609
Jul-92,0.622
Jun-92,0.629
May-92,0.588
Apr-92,0.563
Mar-92,0.529
Feb-92,0.538
Jan-92,0.538
Dec-91,0.566
Nov-91,0.659
Oct-91,0.692
Sep-91,0.647
Aug-91,0.633
Jul-91,0.607
Jun-91,0.572
May-91,0.579
Apr-91,0.557
Mar-91,0.534
Feb-91,0.541
Jan-91,0.643
Dec-90,0.726
Nov-90,0.861
Oct-90,0.96
Sep-90,0.918
Aug-90,0.771
Jul-90,0.569
Jun-90,0.512
May-90,0.527
Apr-90,0.525
Mar-90,0.54
Feb-90,0.563
Jan-90,0.58
Dec-89,0.61
Nov-89,0.592
Oct-89,0.599
Sep-89,0.582
Aug-89,0.53
Jul-89,0.52
Jun-89,0.501
May-89,0.486
Apr-89,0.51
Mar-89,0.505
Feb-89,0.471
Jan-89,0.49
Dec-88,0.484
Nov-88,0.443
Oct-88,0.43
Sep-88,0.435
Aug-88,0.461
Jul-88,0.452
Jun-88,0.463
May-88,0.482
Apr-88,0.48
Mar-88,0.436
Feb-88,0.455
Jan-88,0.477
Dec-87,0.496
Nov-87,0.554
Oct-87,0.577
Sep-87,0.548
Aug-87,0.55
Jul-87,0.572
Jun-87,0.541
May-87,0.522
Apr-87,0.49
Mar-87,0.487
Feb-87,0.481
Jan-87,0.515
Dec-86,0.464
Nov-86,0.462
Oct-86,0.443
Sep-86,0.448
Aug-86,0.447
Jul-86,0.36
Jun-86,0.401
May-86,0.432
Apr-86,0.386
Mar-86,0.402
Feb-86,0.465
Jan-86,0.613
Dec-85,0.749
Nov-85,0.864
Oct-85,0.838
Sep-85,0.796
Aug-85,0.754
Jul-85,0.705
Jun-85,0.687
May-85,0.704
Apr-85,0.724
Mar-85,0.721
Feb-85,0.69
Jan-85,0.678
Dec-84,0.736
Nov-84,0.787
Oct-84,0.811
Sep-84,0.828
Aug-84,0.799
Jul-84,0.771
Jun-84,0.8
May-84,0.812
Apr-84,0.779
Mar-84,0.771
Feb-84,0.756
Jan-84,0.768
Dec-83,0.768
Nov-83,0.803
Oct-83,0.824
Sep-83,0.859
Aug-83,0.874
Jul-83,0.847
Jun-83,0.819
May-83,0.772
Apr-83,0.789
Mar-83,0.718
Feb-83,0.71
Jan-83,0.781
Dec-82,0.831
Nov-82,0.923
Oct-82,1.008
Sep-82,0.988
Aug-82,0.919
Jul-82,0.891
Jun-82,0.911
May-82,0.923
Apr-82,0.857
Mar-82,0.719
Feb-82,0.798
Jan-82,0.895
Dec-81,0.979
Nov-81,1.029
Oct-81,1.008
Sep-81,0.969
Aug-81,0.978
Jul-81,0.963
Jun-81,0.927
May-81,0.931
Apr-81,0.962
Mar-81,0.964
Feb-81,1.008
Jan-81,1.043
Dec-80,0.985
Nov-80,0.958
Oct-80,0.861
Sep-80,0.807
Aug-80,0.775
Jul-80,0.801
Jun-80,0.802
May-80,0.814
Apr-80,0.798
Mar-80,0.763
Feb-80,0.79
Jan-80,0.818
