Month,Price
Nov-99,24.39
Oct-99,22.64
Sep-99,23.55
Aug-99,21.38
Jul-99,20.2
Jun-99,18.02
May-99,17.67
Apr-99,17.17
Mar-99,14.74
Feb-99,12.14
Jan-99,12.54
Dec-98,11.64
Nov-98,13.38
Oct-98,14.57
Sep-98,15.13
Aug-98,13.68
Jul-98,14.4
Jun-98,14.48
May-98,15.68
Apr-98,15.88
Mar-98,15.37
Feb-98,16.32
Jan-98,16.92
Dec-97,18.53
Nov-97,20.42
Oct-97,21.33
Sep-97,19.88
Aug-97,20.09
Jul-97,19.76
Jun-97,19.41
May-97,20.93
Apr-97,19.73
Mar-97,20.88
Feb-97,21.87
Jan-97,24.58
Dec-96,24.49
Nov-96,23.28
Oct-96,24.47
Sep-96,23.35
Aug-96,21.35
Jul-96,20.62
Jun-96,19.61
May-96,20.06
Apr-96,21.22
Mar-96,19.75
Feb-96,18.14
Jan-96,18.31
Dec-95,18.66
Nov-95,17.72
Oct-95,17.16
Sep-95,17.85
Aug-95,17.51
Jul-95,17.06
Jun-95,18.25
May-95,19.57
Apr-95,19.65
Mar-95,18.44
Feb-95,18.35
Jan-95,17.88
Dec-94,17.17
Nov-94,18.01
Oct-94,17.77
Sep-94,17.59
Aug-94,18.29
Jul-94,19.2
Jun-94,18.49
May-94,17.45
Apr-94,16.19
Mar-94,14.72
Feb-94,14.88
Jan-94,15.15
Dec-93,14.86
Nov-93,17.02
Oct-93,18.34
Sep-93,17.79
Aug-93,18.34
Jul-93,18.17
Jun-93,19.41
May-93,20.21
Apr-93,20.53
Mar-93,20.46
Feb-93,20.11
Jan-93,19.19
Dec-92,19.52
Nov-92,20.4
Oct-92,21.66
Sep-92,21.77
Aug-92,21.19
Jul-92,21.64
Jun-92,22.34
May-92,21.08
Apr-92,20.32
Mar-92,19.1
Feb-92,19.16
Jan-92,18.92
Dec-91,19.52
Nov-91,22.28
Oct-91,23.06
Sep-91,21.77
Aug-91,21.62
Jul-91,21.34
Jun-91,20.24
May-91,21.2
Apr-91,20.56
Mar-91,19.49
Feb-91,19.47
Jan-91,23.75
Dec-90,26.47
Nov-90,31.54
Oct-90,35
Sep-90,32.6
Aug-90,26.71
Jul-90,19.39
Jun-90,17.6
May-90,19.07
Apr-90,19.2
Mar-90,20.63
Feb-90,21.84
Jan-90,21.78
Dec-89,20.72
Nov-89,19.64
Oct-89,19.91
Sep-89,19.37
Aug-89,18.27
Jul-89,19.13
Jun-89,19.02
May-89,18.84
Apr-89,19.75
Mar-89,18.9
Feb-89,17.27
Jan-89,17.39
Dec-88,15.81
Nov-88,13.83
Oct-88,13.58
Sep-88,14.26
Aug-88,15.65
Jul-88,15.68
Jun-88,16.72
May-88,17.61
Apr-88,17.82
Mar-88,16.12
Feb-88,16.69
Jan-88,17.03
Dec-87,17.05
Nov-87,18.74
Oct-87,19.77
Sep-87,19.32
Aug-87,20
Jul-87,20.92
Jun-87,19.64
May-87,18.98
Apr-87,18.24
Mar-87,18.05
Feb-87,17.64
Jan-87,18.55
Dec-86,16.25
Nov-86,15.38
Oct-86,15.11
Sep-86,15.05
Aug-86,14.99
Jul-86,11.3
Jun-86,13.04
May-86,14.76
Apr-86,12.62
Mar-86,12.95
Feb-86,15.71
Jan-86,22.37
Dec-85,26.31
Nov-85,29.75
Oct-85,28.7
Sep-85,27.63
Aug-85,27.27
Jul-85,26.58
Jun-85,26.35
May-85,26.98
Apr-85,28.06
Mar-85,27.54
Feb-85,26.62
Jan-85,25.55
