Month,Price
Dec-97,0.517
Nov-97,0.571
Oct-97,0.584
Sep-97,0.541
Aug-97,0.548
Jul-97,0.534
Jun-97,0.525
May-97,0.558
Apr-97,0.547
Mar-97,0.548
Feb-97,0.597
Jan-97,0.696
Dec-96,0.722
Nov-96,0.702
Oct-96,0.723
Sep-96,0.677
Aug-96,0.604
Jul-96,0.559
Jun-96,0.517
May-96,0.542
Apr-96,0.595
Mar-96,0.585
Feb-96,0.568
Jan-96,0.55
Dec-95,0.577
Nov-95,0.52
Oct-95,0.491
Sep-95,0.506
Aug-95,0.496
Jul-95,0.47
Jun-95,0.48
May-95,0.504
Apr-95,0.497
Mar-95,0.462
Feb-95,0.478
Jan-95,0.481
Dec-94,0.486
Nov-94,0.499
Oct-94,0.489
Sep-94,0.486
Aug-94,0.496
Jul-94,0.5
Jun-94,0.492
May-94,0.479
Apr-94,0.464
Mar-94,0.446
Feb-94,0.491
Jan-94,0.494
Dec-93,0.445
Nov-93,0.51
Oct-93,0.545
Sep-93,0.528
Aug-93,0.521
Jul-93,0.504
Jun-93,0.529
May-93,0.549
Apr-93,0.559
Mar-93,0.578
Feb-93,0.564
Jan-93,0.538
Dec-92,0.558
Nov-92,0.578
Oct-92,0.633
Sep-92,0.624
Aug-92,0.587
Jul-92,0.605
Jun-92,0.614
May-92,0.575
Apr-92,0.559
Mar-92,0.525
Feb-92,0.536
Jan-92,0.53
Dec-91,0.547
Nov-91,0.663
Oct-91,0.679
Sep-91,0.625
Aug-91,0.613
Jul-91,0.583
Jun-91,0.541
May-91,0.555
Apr-91,0.554
Mar-91,0.564
Feb-91,0.645
Jan-91,0.73
Dec-90,0.792
Nov-90,0.885
Oct-90,0.956
Sep-90,0.906
Aug-90,0.765
Jul-90,0.538
Jun-90,0.481
May-90,0.511
Apr-90,0.537
Mar-90,0.552
Feb-90,0.572
Jan-90,0.648
Dec-89,0.752
Nov-89,0.597
Oct-89,0.593
Sep-89,0.564
Aug-89,0.507
Jul-89,0.498
Jun-89,0.481
May-89,0.483
Apr-89,0.525
Mar-89,0.535
Feb-89,0.498
Jan-89,0.528
Dec-88,0.509
Nov-88,0.447
Oct-88,0.409
Sep-88,0.412
Aug-88,0.438
Jul-88,0.43
Jun-88,0.442
May-88,0.474
Apr-88,0.491
Mar-88,0.452
Feb-88,0.468
Jan-88,0.51
Dec-87,0.527
Nov-87,0.557
Oct-87,0.564
Sep-87,0.526
Aug-87,0.528
Jul-87,0.549
Jun-87,0.52
May-87,0.514
Apr-87,0.484
Mar-87,0.492
Feb-87,0.478
Jan-87,0.528
Dec-86,0.455
Nov-86,0.434
Oct-86,0.409
Sep-86,0.413
Aug-86,0.42
Jul-86,0.334
Jun-86,0.375
May-86,0.432
Apr-86,0.414
Mar-86,0.472
Feb-86,0.519
Jan-86,0.66
Dec-85,0.81
Nov-85,0.873
Oct-85,0.839
Sep-85,0.795
Aug-85,0.74
Jul-85,0.69
Jun-85,0.688
May-85,0.708
Apr-85,0.76
Mar-85,0.776
Feb-85,0.739
Jan-85,0.745
Dec-84,0.756
Nov-84,0.778
Oct-84,0.789
Sep-84,0.805
Aug-84,0.777
Jul-84,0.753
Jun-84,0.78
May-84,0.811
Apr-84,0.804
Mar-84,0.787
Feb-84,0.812
Jan-84,0.903
Dec-83,0.798
Nov-83,0.813
Oct-83,0.809
Sep-83,0.837
Aug-83,0.851
Jul-83,0.823
Jun-83,0.806
May-83,0.775
Apr-83,0.81
Mar-83,0.729
Feb-83,0.748
Jan-83,0.817
Dec-82,0.848
Nov-82,0.938
Oct-82,1.012
Sep-82,0.971
Aug-82,0.905
Jul-82,0.89
Jun-82,0.922
May-82,0.924
Apr-82,0.87
Mar-82,0.771
Feb-82,0.853
Jan-82,0.944
Dec-81,0.994
Nov-81,1.013
Oct-81,0.984
Sep-81,0.945
Aug-81,0.949
Jul-81,0.936
Jun-81,0.909
May-81,0.923
Apr-81,0.948
Mar-81,0.958
Feb-81,1.012
Jan-81,1.025
Dec-80,0.935
Nov-80,0.903
Oct-80,0.82
Sep-80,0.776
Aug-80,0.751
Jul-80,0.774
Jun-80,0.771
May-80,0.783
Apr-80,0.774
Mar-80,0.745
Feb-80,0.756
Jan-80,0.771
