Month,Price
Oct-90,35.92
Sep-90,33.69
Aug-90,27.18
Jul-90,18.64
Jun-90,16.86
May-90,18.46
Apr-90,18.58
Mar-90,20.41
Feb-90,22.11
Jan-90,22.64
Dec-89,21.09
Nov-89,19.83
Oct-89,20.1
Sep-89,19.59
Aug-89,18.55
Jul-89,19.66
Jun-89,19.99
May-89,20.03
Apr-89,20.94
Mar-89,19.44
Feb-89,17.82
Jan-89,17.98
Dec-88,16.28
Nov-88,13.98
Oct-88,13.8
Sep-88,14.46
Aug-88,15.53
Jul-88,15.51
Jun-88,16.56
May-88,17.45
Apr-88,17.88
Mar-88,16.21
Feb-88,16.76
Jan-88,17.15
Dec-87,17.26
Nov-87,18.85
Oct-87,19.86
Sep-87,19.52
Aug-87,20.23
Jul-87,21.33
Jun-87,19.99
May-87,19.33
Apr-87,18.6
Mar-87,18.28
Feb-87,17.73
Jan-87,18.67
Dec-86,16.09
Nov-86,15.23
Oct-86,14.89
Sep-86,14.94
Aug-86,15.11
Jul-86,11.58
Jun-86,13.38
May-86,15.26
Apr-86,12.75
Mar-86,12.62
Feb-86,15.46
Jan-86,22.98
Dec-85,27.15
Nov-85,30.73
Oct-85,29.48
Sep-85,28.22
Aug-85,27.74
Jul-85,27.27
Jun-85,27.09
May-85,27.58
Apr-85,28.71
Mar-85,28.12
Feb-85,27.14
Jan-85,25.64
Dec-84,26.91
Nov-84,28.11
Oct-84,28.8
Sep-84,29.38
Aug-84,29.33
Jul-84,28.74
Jun-84,29.98
May-84,30.55
Apr-84,30.65
Mar-84,30.72
Feb-84,30.05
Jan-84,29.65
Dec-83,29.24
Nov-83,29.86
Oct-83,30.4
Sep-83,31.24
Aug-83,31.88
Jul-83,31.59
Jun-83,30.96
May-83,30.16
Apr-83,30.5
